local_image_path,label
data/1_20201119Complete_Denver_Zoning_Code_updated11122020.png,COVER_PAGE
data/2_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/3_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/4_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/5_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/6_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/7_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/8_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/9_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/10_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/11_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/12_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/13_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/14_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_DIAGRAM_PAGE
data/15_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_DIAGRAM_PAGE
data/16_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/17_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/18_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/19_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/20_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/21_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/22_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/23_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/24_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/25_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/26_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/27_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/28_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/29_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/30_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/31_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/32_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/33_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/34_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/35_20201119Complete_Denver_Zoning_Code_updated11122020.png,TABLE_PAGE
data/36_20201119Complete_Denver_Zoning_Code_updated11122020.png,TABLE_PAGE
data/37_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/38_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/39_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_IMAGE_PAGE
data/40_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/41_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/42_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/43_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_IMAGE_PAGE
data/44_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/45_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/46_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/47_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/48_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/49_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/50_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/51_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/52_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/53_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PAGE
data/54_20201119Complete_Denver_Zoning_Code_updated11122020.png,BLANK_PAGE
data/55_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/56_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_DIAGRAM_PAGE
data/57_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/58_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_DIAGRAM_PAGE
data/59_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/60_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_DIAGRAM_PAGE
data/61_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_TABLE_PAGE
data/62_20201119Complete_Denver_Zoning_Code_updated11122020.png,TEXT_PLUS_IMAGE_PAGE
